Fecha y Hora del hecho,Fecha del hecho,Dia de la semana,Hora del hecho (HH:MM),Comuna/Corregimiento,Tipo de via de Hechos,Clase de Accidente,Genero,Edad,Características de la victima,Vehiculo de la Victima,Vehiculo 2 de la contraparte,Vehiculo 3 de la contraparte,Vehiculo 4 de la contraparte
07/20/2016 02:30:00 PM,07/20/2016 12:00:00 AM,miércoles,1899-12-31T14:30:00.000,10,Municipal,Colisión con Objeto Fijo,Masculino,31,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
08/11/2016 03:19:00 PM,08/11/2016 12:00:00 AM,jueves,1899-12-31T15:19:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,61,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
08/16/2016 09:51:00 AM,08/16/2016 12:00:00 AM,martes,1899-12-31T09:51:00.000,6,Municipal,Volcamiento,Masculino,22,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
08/27/2016 01:30:00 PM,08/27/2016 12:00:00 AM,sábado,1899-12-31T13:30:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,N/E,0,Pasajero Moto,Motocicleta,Tractomula,No aplica,No aplica
08/27/2016 01:30:00 PM,08/27/2016 12:00:00 AM,sábado,1899-12-31T13:30:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,21,Conductor Moto,Motocicleta,Tractomula,No aplica,No aplica
08/28/2016 12:30:00 AM,08/28/2016 12:00:00 AM,domingo,1899-12-31T00:30:00.000,El Caguán,Municipal,Colisión con Objeto Móvil,Masculino,19,Pasajero Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
08/28/2016 12:30:00 AM,08/28/2016 12:00:00 AM,domingo,1899-12-31T00:30:00.000,El Caguán,Municipal,Colisión con Objeto Móvil,Masculino,25,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
09/05/2016 02:58:00 AM,09/05/2016 12:00:00 AM,lunes,1899-12-31T02:58:00.000,6,Municipal,Peatón Atropellado,Masculino,20,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
09/17/2016 02:32:00 AM,09/17/2016 12:00:00 AM,sábado,1899-12-31T02:32:00.000,6,Municipal,Colisión con Objeto Fijo,Masculino,20,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/06/2016 03:40:00 AM,10/06/2016 12:00:00 AM,jueves,1899-12-31T03:40:00.000,3,Municipal,Colisión con Objeto Fijo,Masculino,22,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/16/2016 09:18:00 AM,10/16/2016 12:00:00 AM,domingo,1899-12-31T09:18:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,29,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
10/16/2016 05:55:00 AM,10/16/2016 12:00:00 AM,domingo,1899-12-31T05:55:00.000,6,Departamental,Colisión con Objeto Móvil,Masculino,24,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
10/18/2016 10:15:00 AM,10/18/2016 12:00:00 AM,martes,1899-12-31T10:15:00.000,7,Municipal,Colisión con Objeto Móvil,Masculino,48,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
10/22/2016 05:27:00 PM,10/22/2016 12:00:00 AM,sábado,1899-12-31T17:27:00.000,Ninguna,Nacional,Colisión con Objeto Fijo,Masculino,85,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
11/05/2016 11:56:00 PM,11/05/2016 12:00:00 AM,sábado,1899-12-31T23:56:00.000,El Caguán,Municipal,Peatón Atropellado,Femenino,79,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
11/07/2016 12:37:00 PM,11/07/2016 12:00:00 AM,lunes,1899-12-31T12:37:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,17,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
11/09/2016 03:43:00 PM,11/09/2016 12:00:00 AM,miércoles,1899-12-31T15:43:00.000,4,Municipal,Peatón Atropellado,Femenino,87,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
11/26/2016 08:31:00 PM,11/26/2016 12:00:00 AM,sábado,1899-12-31T20:31:00.000,3,Municipal,Volcamiento,Masculino,29,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
12/03/2016 11:00:00 PM,12/03/2016 12:00:00 AM,sábado,1899-12-31T23:00:00.000,10,Municipal,Colisión con Objeto Fijo,Femenino,21,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
12/23/2016 04:40:00 AM,12/23/2016 12:00:00 AM,viernes,1899-12-31T04:40:00.000,4,Municipal,Colisión con Objeto Fijo,Masculino,38,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
12/29/2016 07:35:00 AM,12/29/2016 12:00:00 AM,jueves,1899-12-31T07:35:00.000,4,Municipal,Colisión con Objeto Fijo,Femenino,27,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
01/01/2017 05:26:00 AM,01/01/2017 12:00:00 AM,domingo,1899-12-31T05:26:00.000,4,Municipal,Colisión con Objeto Fijo,Masculino,36,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
01/01/2017 08:00:00 AM,01/01/2017 12:00:00 AM,domingo,1899-12-31T08:00:00.000,El Caguán,Municipal,Colisión con Objeto Fijo,Masculino,12,Pasajero Vehículo,Vehiculo particular,No aplica,No aplica,No aplica
01/01/2017 08:00:00 AM,01/01/2017 12:00:00 AM,domingo,1899-12-31T08:00:00.000,El Caguán,Municipal,Colisión con Objeto Fijo,Masculino,32,Conductor Vehículo,Vehiculo particular,No aplica,No aplica,No aplica
01/01/2017 08:10:00 AM,01/01/2017 12:00:00 AM,domingo,1899-12-31T08:10:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,54,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
01/16/2017 03:11:00 PM,01/16/2017 12:00:00 AM,lunes,1899-12-31T15:11:00.000,5,Municipal,Colisión con Objeto Móvil,Masculino,82,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
02/12/2017 05:35:00 PM,02/12/2017 12:00:00 AM,domingo,1899-12-31T17:35:00.000,1,Municipal,Peatón Atropellado,Femenino,68,Peatón,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica
02/19/2017 03:35:00 AM,02/19/2017 12:00:00 AM,domingo,1899-12-31T03:35:00.000,6,Municipal,Colisión con Objeto Fijo,Masculino,25,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
03/04/2017 01:54:00 PM,03/04/2017 12:00:00 AM,sábado,1899-12-31T13:54:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,48,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
04/13/2017 11:21:00 PM,04/13/2017 12:00:00 AM,jueves,1899-12-31T23:21:00.000,6,Municipal,Peatón Atropellado,Masculino,67,Peatón,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica
04/19/2017 09:05:00 AM,04/19/2017 12:00:00 AM,miércoles,1899-12-31T09:05:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,25,Conductor Moto,Motocicleta,Autónomo (Peatón),No aplica,No aplica
04/23/2017 10:00:00 PM,04/23/2017 12:00:00 AM,domingo,1899-12-31T22:00:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,29,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
05/23/2017 01:30:00 PM,05/23/2017 12:00:00 AM,martes,1899-12-31T13:30:00.000,6,Municipal,Peatón Atropellado,Masculino,84,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
05/23/2017 06:32:00 PM,05/23/2017 12:00:00 AM,martes,1899-12-31T18:32:00.000,6,Municipal,Peatón Atropellado,Masculino,82,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/04/2017 04:30:00 AM,06/04/2017 12:00:00 AM,domingo,1899-12-31T04:30:00.000,El Caguán,Municipal,Colisión con Objeto Fijo,Masculino,29,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/04/2017 06:09:00 PM,06/04/2017 12:00:00 AM,domingo,1899-12-31T18:09:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,65,Pasajero Vehículo,Vehiculo particular,Vehiculo particular,Microbus/Busetón,No aplica
06/04/2017 06:09:00 PM,06/04/2017 12:00:00 AM,domingo,1899-12-31T18:09:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,70,Conductor Vehículo,Vehiculo particular,Vehiculo particular,Microbus/Busetón,No aplica
06/07/2017 04:45:00 PM,06/07/2017 12:00:00 AM,miércoles,1899-12-31T16:45:00.000,7,Municipal,Colisión con Objeto Móvil,Masculino,24,Conductor Moto,Motocicleta,Vehiculo particular,Camión/Camioneta,No aplica
06/11/2017 12:18:00 AM,06/11/2017 12:00:00 AM,domingo,1899-12-31T00:18:00.000,Rio de la Ceibas,Municipal,Volcamiento,Masculino,17,Conductor Vehículo,Vehiculo particular,No aplica,No aplica,No aplica
06/12/2017 01:30:00 PM,06/12/2017 12:00:00 AM,lunes,1899-12-31T13:30:00.000,3,Municipal,Peatón Atropellado,Masculino,50,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/17/2017 07:08:00 PM,06/17/2017 12:00:00 AM,sábado,1899-12-31T19:08:00.000,El Caguán,Municipal,Colisión con Objeto Móvil,Masculino,31,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
06/19/2017 08:28:00 AM,06/19/2017 12:00:00 AM,lunes,1899-12-31T08:28:00.000,2,Municipal,Colisión con Objeto Fijo,Femenino,53,Pasajero Vehículo,Vehiculo particular,Tractomula,No aplica,No aplica
06/27/2017 05:53:00 AM,06/27/2017 12:00:00 AM,martes,1899-12-31T05:53:00.000,3,Municipal,Peatón Atropellado,Masculino,90,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/30/2017 05:00:00 AM,06/30/2017 12:00:00 AM,viernes,1899-12-31T05:00:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,14,Pasajero Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
06/30/2017 05:00:00 AM,06/30/2017 12:00:00 AM,viernes,1899-12-31T05:00:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,33,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
07/02/2017 09:45:00 AM,07/02/2017 12:00:00 AM,domingo,1899-12-31T09:45:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,23,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
07/09/2017 12:00:00 AM,07/09/2017 12:00:00 AM,domingo,Sn dato,1,Municipal,Colisión con Objeto Fijo,Masculino,39,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
07/16/2017 08:55:00 AM,07/16/2017 12:00:00 AM,domingo,1899-12-31T08:55:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,48,Conductor Moto,Motocicleta,Taxi,No aplica,No aplica
07/23/2017 05:05:00 AM,07/23/2017 12:00:00 AM,domingo,1899-12-31T05:05:00.000,El Caguán,Municipal,Colisión con Objeto Fijo,Masculino,32,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
07/24/2017 12:15:00 PM,07/24/2017 12:00:00 AM,lunes,1899-12-31T12:15:00.000,9,Municipal,Colisión con Objeto Móvil,Masculino,61,Ciclista,Bicicleta,Camión/Camioneta,No aplica,No aplica
08/26/2017 12:00:00 AM,08/26/2017 12:00:00 AM,sábado,Sin dato,9,Municipal,Peatón Atropellado,Femenino,56,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
08/31/2017 11:32:00 PM,08/31/2017 12:00:00 AM,jueves,1899-12-31T23:32:00.000,1,Municipal,Colisión con Objeto Móvil,Masculino,35,Conductor Vehículo,Vehiculo particular,Motocicleta,No aplica,No aplica
09/17/2017 08:17:00 PM,09/17/2017 12:00:00 AM,domingo,1899-12-31T20:17:00.000,6,Municipal,Colisión con Objeto Fijo,Masculino,32,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
09/23/2017 05:01:00 PM,09/23/2017 12:00:00 AM,sábado,1899-12-31T17:01:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,56,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
09/24/2017 06:30:00 PM,09/24/2017 12:00:00 AM,domingo,1899-12-31T18:30:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,58,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
10/06/2017 11:10:00 PM,10/06/2017 12:00:00 AM,viernes,1899-12-31T23:10:00.000,1,Municipal,Caída de Ocupante,Masculino,58,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
10/15/2017 09:20:00 PM,10/15/2017 12:00:00 AM,domingo,1899-12-31T21:20:00.000,5,Municipal,Colisión con Objeto Fijo,Masculino,28,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/21/2017 06:19:00 PM,10/21/2017 12:00:00 AM,sábado,1899-12-31T18:19:00.000,10,Municipal,Colisión con Objeto Móvil,Masculino,18,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
10/22/2017 12:57:00 PM,10/22/2017 12:00:00 AM,domingo,1899-12-31T12:57:00.000,2,Municipal,Peatón Atropellado,Masculino,6,Peatón,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica
11/03/2017 07:25:00 AM,11/03/2017 12:00:00 AM,viernes,1899-12-31T07:25:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,76,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
11/24/2017 06:27:00 PM,11/24/2017 12:00:00 AM,viernes,1899-12-31T18:27:00.000,5,Municipal,Colisión con Objeto Móvil,Masculino,50,Ciclista,Bicicleta,Microbus/Busetón,No aplica,No aplica
11/30/2017 08:28:00 AM,11/30/2017 12:00:00 AM,jueves,1899-12-31T08:28:00.000,4,Municipal,Peatón Atropellado,Masculino,74,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
12/14/2017 08:03:00 PM,12/14/2017 12:00:00 AM,jueves,1899-12-31T20:03:00.000,4,Municipal,Peatón Atropellado,Masculino,31,Peatón,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica
12/14/2017 07:04:00 PM,12/14/2017 12:00:00 AM,jueves,1899-12-31T19:04:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,29,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
12/17/2017 05:43:00 PM,12/17/2017 12:00:00 AM,domingo,1899-12-31T17:43:00.000,3,Municipal,Colisión con Objeto Fijo,Masculino,22,Conductor Moto,Motocicleta,Lancha/otro,No aplica,No aplica
12/25/2017 10:17:00 PM,12/25/2017 12:00:00 AM,lunes,1899-12-31T22:17:00.000,6,Municipal,Colisión con Objeto Fijo,Masculino,33,Conductor Vehículo,Camión/Camioneta,Lancha/otro,No aplica,No aplica
01/05/2018 01:08:00 PM,01/05/2018 12:00:00 AM,viernes,1899-12-31T13:08:00.000,4,Municipal,Peatón Atropellado,Masculino,94,Peatón,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica
01/06/2018 05:35:00 PM,01/06/2018 12:00:00 AM,sábado,1899-12-31T17:35:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,25,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
01/31/2018 11:59:00 AM,01/31/2018 12:00:00 AM,miércoles,1899-12-31T11:59:00.000,10,Municipal,Colisión con Objeto Móvil,Masculino,23,Sin Dato,Motocicleta,Vehiculo particular,No aplica,No aplica
02/07/2018 05:12:00 PM,02/07/2018 12:00:00 AM,miércoles,1899-12-31T17:12:00.000,4,Municipal,Peatón Atropellado,Masculino,60,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
02/18/2018 02:15:00 AM,02/18/2018 12:00:00 AM,domingo,1899-12-31T02:15:00.000,1,Municipal,Colisión con Objeto Móvil,Femenino,20,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
02/19/2018 03:59:00 PM,02/19/2018 12:00:00 AM,lunes,1899-12-31T15:59:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,61,Conductor Moto,Motocicleta,Taxi,No aplica,No aplica
02/26/2018 07:22:00 AM,02/26/2018 12:00:00 AM,lunes,1899-12-31T07:22:00.000,6,Municipal,Caída de Ocupante,Femenino,62,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
03/14/2018 03:51:00 PM,03/14/2018 12:00:00 AM,miércoles,1899-12-31T15:51:00.000,4,Municipal,Peatón Atropellado,Femenino,55,Peatón,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica
04/05/2018 04:50:00 AM,04/05/2018 12:00:00 AM,jueves,1899-12-31T04:50:00.000,3,Municipal,Colisión con Objeto Fijo,Masculino,38,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
04/11/2018 07:05:00 PM,04/11/2018 12:00:00 AM,miércoles,1899-12-31T19:05:00.000,2,Municipal,Peatón Atropellado,Femenino,3,Peatón,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica
04/12/2018 05:46:00 PM,04/12/2018 12:00:00 AM,jueves,1899-12-31T17:46:00.000,4,Municipal,Peatón Atropellado,Masculino,64,Peatón,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica
04/15/2018 07:30:00 PM,04/15/2018 12:00:00 AM,domingo,1899-12-31T19:30:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,38,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
04/28/2018 04:23:00 AM,04/28/2018 12:00:00 AM,sábado,1899-12-31T04:23:00.000,1,Municipal,Volcamiento,Masculino,21,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
04/28/2018 06:30:00 PM,04/28/2018 12:00:00 AM,sábado,1899-12-31T18:30:00.000,Vegalarga,Municipal,Volcamiento,Masculino,59,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
05/12/2018 06:14:00 AM,05/12/2018 12:00:00 AM,sábado,1899-12-31T06:14:00.000,4,Municipal,Colisión con Objeto Móvil,Femenino,74,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
05/15/2018 06:55:00 AM,05/15/2018 12:00:00 AM,martes,1899-12-31T06:55:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,50,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
05/30/2018 12:00:00 AM,05/30/2018 12:00:00 AM,miércoles,1899-12-31T00:00:00.000,Ninguna,Municipal,Caída de Ocupante,Masculino,86,Pasajero Vehículo,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica
06/01/2018 05:09:00 AM,06/01/2018 12:00:00 AM,viernes,1899-12-31T05:09:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,24,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
06/02/2018 07:02:00 PM,06/02/2018 12:00:00 AM,sábado,1899-12-31T19:02:00.000,5,Municipal,Peatón Atropellado,Masculino,68,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/08/2018 12:56:00 PM,06/08/2018 12:00:00 AM,viernes,1899-12-31T12:56:00.000,1,Municipal,Colisión con Objeto Móvil,Masculino,29,Conductor Moto,Motocicleta,Tractomula,No aplica,No aplica
06/10/2018 01:06:00 AM,06/10/2018 12:00:00 AM,domingo,1899-12-31T01:06:00.000,6,Municipal,Volcamiento,Masculino,39,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/20/2018 06:35:00 AM,06/20/2018 12:00:00 AM,miércoles,1899-12-31T06:35:00.000,2,Municipal,Peatón Atropellado,Masculino,73,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/21/2018 08:11:00 AM,06/21/2018 12:00:00 AM,jueves,1899-12-31T08:11:00.000,9,Municipal,Volcamiento,Masculino,37,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/26/2018 12:00:00 AM,06/26/2018 12:00:00 AM,martes,Sin dato,2,Municipal,Colisión con Objeto Móvil,Masculino,50,Conductor Moto,Motocicleta,Autónomo (Peatón),No aplica,No aplica
06/27/2018 01:00:00 PM,06/27/2018 12:00:00 AM,miércoles,1899-12-31T13:00:00.000,3,Municipal,Peatón Atropellado,Masculino,81,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/30/2018 01:20:00 AM,06/30/2018 12:00:00 AM,sábado,1899-12-31T01:20:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,19,Conductor Moto,Motocicleta,Animales,No aplica,No aplica
07/01/2018 09:28:00 PM,07/01/2018 12:00:00 AM,domingo,1899-12-31T21:28:00.000,4,Municipal,Peatón Atropellado,Masculino,77,Peatón,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica
07/12/2018 09:43:00 AM,07/12/2018 12:00:00 AM,jueves,1899-12-31T09:43:00.000,4,Municipal,Peatón Atropellado,Femenino,64,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
07/23/2018 05:24:00 AM,07/23/2018 12:00:00 AM,lunes,1899-12-31T05:24:00.000,El Caguán,Municipal,Colisión con Objeto Móvil,Masculino,42,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
07/26/2018 12:00:00 AM,07/26/2018 12:00:00 AM,jueves,Sin dato,4,Municipal,Sin Dato,Masculino,55,Sin Dato,Sin dato,Sin dato,Sin dato,Sin dato
08/06/2018 12:34:00 PM,08/06/2018 12:00:00 AM,lunes,1899-12-31T12:34:00.000,2,Municipal,Peatón Atropellado,Masculino,60,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
08/21/2018 01:36:00 PM,08/21/2018 12:00:00 AM,martes,1899-12-31T13:36:00.000,7,Municipal,Colisión con Objeto Móvil,Masculino,26,Ciclista,Bicicleta,Microbus/Busetón,No aplica,No aplica
08/28/2018 12:00:00 AM,08/28/2018 12:00:00 AM,martes,1899-12-31T00:00:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,17,Ciclista,Bicicleta,Camión/Camioneta,No aplica,No aplica
09/01/2018 04:15:00 PM,09/01/2018 12:00:00 AM,sábado,1899-12-31T16:15:00.000,9,Municipal,Colisión con Objeto Móvil,Masculino,41,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
09/01/2018 11:15:00 PM,09/01/2018 12:00:00 AM,sábado,1899-12-31T23:15:00.000,Fortalecillas,Municipal,Colisión con Objeto Fijo,Femenino,55,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
09/01/2018 04:05:00 PM,09/01/2018 12:00:00 AM,sábado,1899-12-31T16:05:00.000,9,Municipal,Peatón Atropellado,Masculino,62,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
09/05/2018 08:20:00 AM,09/05/2018 12:00:00 AM,miércoles,1899-12-31T08:20:00.000,10,Municipal,Colisión con Objeto Fijo,Masculino,20,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
09/07/2018 01:50:00 PM,09/07/2018 12:00:00 AM,viernes,1899-12-31T13:50:00.000,1,Municipal,Colisión con Objeto Móvil,Masculino,11,Ciclista,Bicicleta,Camión/Camioneta,No aplica,No aplica
09/14/2018 11:42:00 PM,09/14/2018 12:00:00 AM,viernes,1899-12-31T23:42:00.000,8,Municipal,Colisión con Objeto Fijo,Masculino,24,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
09/17/2018 07:13:00 PM,09/17/2018 12:00:00 AM,lunes,1899-12-31T19:13:00.000,5,Municipal,Peatón Atropellado,Femenino,47,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
10/06/2018 09:50:00 PM,10/06/2018 12:00:00 AM,sábado,1899-12-31T21:50:00.000,3,Municipal,Colisión con Objeto Fijo,Masculino,20,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/12/2018 02:40:00 PM,10/12/2018 12:00:00 AM,viernes,1899-12-31T14:40:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,16,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
11/30/2018 04:51:00 PM,11/30/2018 12:00:00 AM,viernes,1899-12-31T16:51:00.000,4,Municipal,Peatón Atropellado,Masculino,84,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
12/02/2018 12:35:00 PM,12/02/2018 12:00:00 AM,domingo,1899-12-31T12:35:00.000,6,Municipal,Colisión con Objeto Fijo,Femenino,46,Pasajero Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
12/02/2018 12:35:00 PM,12/02/2018 12:00:00 AM,domingo,1899-12-31T12:35:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,49,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
12/06/2018 07:30:00 PM,12/06/2018 12:00:00 AM,jueves,1899-12-31T19:30:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,46,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
12/16/2018 12:00:00 AM,12/16/2018 12:00:00 AM,domingo,1899-12-31T00:00:00.000,1,Municipal,Peatón Atropellado,Femenino,90,Peatón,Autónomo (Peatón),Sin dato,No aplica,No aplica
12/17/2018 12:00:00 AM,12/17/2018 12:00:00 AM,lunes,1899-12-31T00:00:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,50,Pasajero Moto,Motocicleta,Motocicleta,No aplica,No aplica
12/26/2018 04:37:00 PM,12/26/2018 12:00:00 AM,miércoles,1899-12-31T16:37:00.000,4,Municipal,Peatón Atropellado,Masculino,61,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
01/16/2019 09:35:00 AM,01/16/2019 12:00:00 AM,miércoles,1899-12-31T09:35:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,63,Ciclista,Bicicleta,Tractomula,No aplica,No aplica
01/18/2019 12:38:00 AM,01/18/2019 12:00:00 AM,viernes,1899-12-31T00:38:00.000,10,Municipal,Colisión con Objeto Móvil,Masculino,80,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
01/27/2019 07:39:00 AM,01/27/2019 12:00:00 AM,domingo,1899-12-31T07:39:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,54,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
02/10/2019 08:18:00 PM,02/10/2019 12:00:00 AM,domingo,1899-12-31T20:18:00.000,1,Municipal,Peatón Atropellado,Femenino,55,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
02/28/2019 09:45:00 AM,02/28/2019 12:00:00 AM,jueves,1899-12-31T09:45:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,21,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
03/02/2019 01:18:00 AM,03/02/2019 12:00:00 AM,sábado,1899-12-31T01:18:00.000,2,Municipal,Colisión con Objeto Móvil,Masculino,28,Pasajero Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
03/02/2019 01:18:00 AM,03/02/2019 12:00:00 AM,sábado,1899-12-31T01:18:00.000,2,Municipal,Colisión con Objeto Móvil,Masculino,29,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
03/02/2019 05:25:00 AM,03/02/2019 12:00:00 AM,sábado,1899-12-31T05:25:00.000,6,Municipal,Peatón Atropellado,Femenino,23,Peatón,Autónomo (Peatón),Camión/Camioneta,No aplica,No aplica
03/11/2019 05:24:00 AM,03/11/2019 12:00:00 AM,lunes,1899-12-31T05:24:00.000,6,Municipal,Peatón Atropellado,Masculino,15,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
